reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,userLang,app_id
5c45b75a-e9b9-4585-8e72-d87c00e31858,Le Ozinuel,https://play-lh.googleusercontent.com/a-/ALV-UjXyiYXtMf6aUx_hgZ250w-uqEgmnbGXoM88Ru9n7QcPyHE,"Barrs users login for no tangible reason, null response on login issues emailing, nice UX/UI, but functions,..void/minimal will find other large file download/communication options.",2,0,,2023-09-19 14:25:13,,,, EN,org.telegram.messenger
1cb433c2-3b5f-449e-ab4d-f4e376da58cf,Chinoyerem Uwadinjo,https://play-lh.googleusercontent.com/a-/ALV-UjWV2FrpuWLlC88ZjGRZ0MSFeyETDhLea5SU55dokYYwJic,Wonderful,5,0,10.0.8,2023-09-19 14:22:00,,,10.0.8, EN,org.telegram.messenger
9a2a435c-51a0-4809-a541-707e9ea2c8d8,hassan2,https://play-lh.googleusercontent.com/a/ACg8ocKviDMHe3G8y4jgoBOblicFX254_FKNnn4xFdC3niWd=mo,nice app,5,0,10.0.8,2023-09-19 14:17:00,,,10.0.8, EN,org.telegram.messenger
ff7008ae-15d4-449b-a41b-04dded62c461,Arb,https://play-lh.googleusercontent.com/a/ACg8ocLzcSxQA4771QTGoO7pf3ZpKvZkiF0F1X9_WtyCKcX-Dw=mo,"When I want to upload a pic or video or edit a pic, the app crashes and closes. I get an error of java.lang.OutofMemoryError. It happened since a few weeks. I use the same phone and never had this problem before. My app is up to date. Telegram X doesn't give this error but it's limited in its capabilities. I tried cleaning cash, data etc., removing the app and reinstalling, installing the app from the Telegram website and none of it works.",1,0,10.0.8,2023-09-19 14:14:26,,,10.0.8, EN,org.telegram.messenger
6cc38978-1e9f-4db0-ae37-4b1db02d3347,DJ ABOL,https://play-lh.googleusercontent.com/a-/ALV-UjWwW9ZiT5nsMzb5Yl0M7a90oCBJRXKNFPnbiAFgchCdeA,Not for iran stori !!!,2,0,,2023-09-19 14:12:45,,,, EN,org.telegram.messenger
428b7444-7ba8-403b-9a34-066300580a34,Max -,https://play-lh.googleusercontent.com/a-/ALV-UjWVeID5xJmMWDOQuXItGsCrRxQu_NwsaHGZzFXdY7fBUg,ALL TIME BEST❤️,5,0,,2023-09-19 14:12:37,,,, EN,org.telegram.messenger
b2f526f3-e67e-4a30-ac96-f4e85da0f170,yoga yos gatari,https://play-lh.googleusercontent.com/a-/ALV-UjV49EXnYlbvI_p9qB44_7pHFzpuVvyUGgrsiJKSQroaxnQ,Very Good,5,0,9.4.4,2023-09-19 14:10:08,,,9.4.4, EN,org.telegram.messenger
14229b6f-41fd-4f16-a7d6-1f7557dafa5e,Satya Adinata Saputra,https://play-lh.googleusercontent.com/a-/ALV-UjUg3zpQn7ADwQYlABDW3BEtvOBvq4rWbYOuC9Dot4-6-A,I Like This,5,0,10.0.8,2023-09-19 14:09:04,,,10.0.8, EN,org.telegram.messenger
16a5ccaf-d917-48bf-a63e-54d932ec1005,Mehedi Hasin,https://play-lh.googleusercontent.com/a/ACg8ocKXIO4k9pX8ltEa9eaW4fVrf1KwtXWXJMeAuDoW0i4p=mo,Nice,5,0,,2023-09-19 14:06:45,,,, EN,org.telegram.messenger
d1d7b57c-e6dc-4b30-9eee-9f7af047b2c8,Mohsin Khan786,https://play-lh.googleusercontent.com/a/ACg8ocK6P3B0qm36EYpamrCbe1X_Yp4yOS6D9Hwd15AtbqTG=mo,Very good,5,0,10.0.8,2023-09-19 14:03:44,,,10.0.8, EN,org.telegram.messenger
489df121-ee6f-4d12-ab07-1c25216ddb19,Mister Yone,https://play-lh.googleusercontent.com/a-/ALV-UjWsgsn9z7uNyGyLQ7F8f2G5Tonf8Tsa7oVCDy8FUBmoCjU,"best app, even if they just destroyed the search",5,0,10.0.8,2023-09-19 13:59:34,,,10.0.8, EN,org.telegram.messenger
627897fd-a99b-4bed-b9e2-b7546c8207d0,Munna Madkami,https://play-lh.googleusercontent.com/a/ACg8ocLBHtpadyUSHEnCsuCy6YjdNIKUwXqwYa7cN1et2_vR=mo,Optional,5,0,10.0.8,2023-09-19 13:59:18,,,10.0.8, EN,org.telegram.messenger
10de4083-53e8-4ceb-8da5-a68799a8e490,roy wap,https://play-lh.googleusercontent.com/a-/ALV-UjUFAk04vls6wwlRSZLaNOfa5WIcYn57cRoRsQD4rRbD8ZQ,VERY GOOD,5,0,10.0.8,2023-09-19 13:58:47,,,10.0.8, EN,org.telegram.messenger
2d165e5c-4904-42a0-a3f0-742594c231da,Dh rk,https://play-lh.googleusercontent.com/a/ACg8ocKyDPvBA91cjE0hespRuGCVVSaB5MRrZYrZJAGs0rlQ=mo,very some people,5,0,10.0.8,2023-09-19 13:56:42,,,10.0.8, EN,org.telegram.messenger
2d1bb951-4bfb-4ab9-90aa-73dc6203fc59,KautsarBR,https://play-lh.googleusercontent.com/a-/ALV-UjU2oRm3GnFUxDfXE2HX0-YaZmaJ8jZP61Vo45lk3NDcME8v,Can't login,1,0,10.0.8,2023-09-19 13:56:35,,,10.0.8, EN,org.telegram.messenger
6fce0dae-83a2-4bf3-887f-397e6837d09c,kavita bamne,https://play-lh.googleusercontent.com/a/ACg8ocJXD6G3HErHDi4dGx5V1zAAHA5XVed7RsPBSX23TRTV=mo,Ubhub,5,0,10.0.6,2023-09-19 13:55:12,,,10.0.6, EN,org.telegram.messenger
f6556781-7d4a-4421-b823-22db5ebb5b3f,Sumit Jadam,https://play-lh.googleusercontent.com/a-/ALV-UjWCry3cveo9PZJpJN0yVnOq-4IqtZedDe-tHRNshf2s6w,W u r my New Blog hi nhi ehai,3,0,10.0.5,2023-09-19 13:50:25,,,10.0.5, EN,org.telegram.messenger
64169dd8-d0ab-4db6-b369-5170177c0335,Adinda Rizka,https://play-lh.googleusercontent.com/a-/ALV-UjWc090XSklvoF-TFQmfV50ljx8I3ZhKUHopcwRpZeQJ4Q,"Tidak bisa masuk,saat memasukkan nomor telepon pasti selalu unable to connect",2,0,10.0.8,2023-09-19 13:49:26,,,10.0.8, EN,org.telegram.messenger
0a08bf2d-fb1e-4da6-8941-1062f0e95eda,daniel chirwa,https://play-lh.googleusercontent.com/a-/ALV-UjUFGiTkfp4kskr2-QHg7PIrTvPVz0cOQf-tyPZJuj-DfA,Nice app,5,0,10.0.2,2023-09-19 13:48:55,,,10.0.2, EN,org.telegram.messenger
75cff710-7195-4f70-851c-e40c0faaf154,Engineer 2018,https://play-lh.googleusercontent.com/a/ACg8ocKmiy_f4yhLkyn7O2c_5nWW7bf1ggwn6weybReG-6ik=mo,It has all that you need to get surfing🔨🔨🔨,5,0,10.0.6,2023-09-19 13:48:46,,,10.0.6, EN,org.telegram.messenger
dc78ee94-692a-48f7-a346-b7542829ad14,Mukesh कुमार,https://play-lh.googleusercontent.com/a/ACg8ocK9gjOjpUZeX7teqFQDf7s2HI03D4HZBKoxsqP4N1oPCw=mo,Good for Study,4,0,9.7.6,2023-09-19 13:38:38,,,9.7.6, EN,org.telegram.messenger
049a737a-ad26-467a-9777-29729b3832cd,Adda Bazzi360,https://play-lh.googleusercontent.com/a-/ALV-UjUAoa2CBUp5KC1d4I2ysIJjqeoQxJKgdg37WKNh4g1DCWA,Good,5,0,,2023-09-19 13:32:11,,,, EN,org.telegram.messenger
49c0a146-e063-4d0d-87c8-5169335c342f,Kingleo Oshio,https://play-lh.googleusercontent.com/a-/ALV-UjVjpuwie0flWwwBNjsu-_K7xmsHhX0J2-IcdnWSM2bbzcbN,Same complaint with Bonya Malek below. Everything seems to be loading until I uninstall and reinstall and then it starts again. Apart from the desktop version on my pc,1,0,10.0.8,2023-09-19 13:31:53,,,10.0.8, EN,org.telegram.messenger
f9229cc6-3cb4-46a4-8588-9d6ebefd5392,Saumil Sahay,https://play-lh.googleusercontent.com/a-/ALV-UjXTJd5zkguOhLpc-HpY8uMrFi5PJae1Wob22zCtlofhdwjm,Worst app ever. Most preferred choice for scammers. Extremely poor safety features.,1,0,8.7.4,2023-09-19 13:31:42,,,8.7.4, EN,org.telegram.messenger
7bef2fb2-7e71-4a64-8e9c-1e3a34dc5238,SANJU RAJPUT,https://play-lh.googleusercontent.com/a-/ALV-UjUiWcdON0oFHTA4zydwX8s60VyTDbk5DOciK2_RDUtEUw,THIS APP IS ALL APPS TO GOOD,5,0,9.5.4,2023-09-19 13:29:33,,,9.5.4, EN,org.telegram.messenger
f3bb6533-5cd6-45b9-b3fc-4755ad00c246,Great Chidera,https://play-lh.googleusercontent.com/a/ACg8ocIW-6R3hLjMR8VRcrPjorUC0-SVl813OhIQlpGjS6UY=mo,Good application amazing to use,3,0,10.0.5,2023-09-19 13:27:38,,,10.0.5, EN,org.telegram.messenger
872b2d20-8a25-43dd-ac80-c8a0fa2ac0a4,andreas christianto,https://play-lh.googleusercontent.com/a/ACg8ocJoS9mqaeDYTyTYuGq3eRBlLmuhwuSTjP8ax2Zh5dep=mo,Very good,5,0,,2023-09-19 13:25:30,,,, EN,org.telegram.messenger
38d40b78-5359-48f8-b379-a2a8e593a010,Eyob Girma,https://play-lh.googleusercontent.com/a/ACg8ocJLiYe_QBI_2eG_meWeCyEUekvq2J3TbEqRZWfLf3WG=mo,Ok,5,0,10.0.8,2023-09-19 13:25:20,,,10.0.8, EN,org.telegram.messenger
cb590830-e736-4259-a894-044957974bb0,Salman Ghouri,https://play-lh.googleusercontent.com/a/ACg8ocLgQ0SE0rpTqL77utZefmCZ6chOfavE4ZC_dgUCnc5o=mo,Nice app,5,0,10.0.8,2023-09-19 13:22:53,,,10.0.8, EN,org.telegram.messenger
12a59d65-5ffd-4302-9133-99da97923e11,Hanieh 613,https://play-lh.googleusercontent.com/a/ACg8ocJkFu4Zh0KRDIt2kGZPWxvIAa1o_3AR23c0d9kdHKLH=mo,میگه که به 500 تا کانال و گروه عضو هستی و به سقف مجاز رسیدی ولی اینطور نیست و هیچ کانال و گروهی ندارم که عضو باشم توش لطفا بررسی کنید و بگید چیکار باید کرد ممنون!,3,0,10.0.8,2023-09-19 13:22:29,,,10.0.8, EN,org.telegram.messenger
064064ad-3b64-43d3-9efa-7f602d65f6aa,Malik . Awan,https://play-lh.googleusercontent.com/a-/ALV-UjVY1msQIMoTwwWlFKzptAnlp5juMsi_wmi6lS049LODiok,nice,5,0,10.0.8,2023-09-19 13:20:32,,,10.0.8, EN,org.telegram.messenger
bfaa4500-43e4-47dd-a5a2-ec822a8e1728,AMANATH ELLIKKOTTIL,https://play-lh.googleusercontent.com/a-/ALV-UjWgVAn_CyAwBndJhFez1T4rQ6a9p8CrJiZqwItmBRIQxw,It's a good app,4,0,,2023-09-19 13:19:00,,,, EN,org.telegram.messenger
3c04a13b-9e86-430b-9d69-d309f39f76c7,Ornamental fish Farm,https://play-lh.googleusercontent.com/a-/ALV-UjX0zn_Hik-IUJXrj_dJxb84StY_NSRY3G3I3LLi6EWy298,VERY GOOD,5,0,,2023-09-19 13:16:40,,,, EN,org.telegram.messenger
53669a12-fbfd-43be-8895-8ab633cf2df0,Hein Soe,https://play-lh.googleusercontent.com/a/ACg8ocKGyhLFQLTCmi_OtYaOv4Ob3MEA9No5FuA5Zrst3IFv=mo,Hein Soe that,1,0,10.0.8,2023-09-19 13:13:29,,,10.0.8, EN,org.telegram.messenger
ea12b3b4-8496-4090-9331-ec8df9309297,Shakil Ahmed,https://play-lh.googleusercontent.com/a/ACg8ocLGvhfJvFwpWBGFnIuC60hro6VFCrmJ74IxXmmvwBI1=mo,Nice,5,0,,2023-09-19 13:09:55,,,, EN,org.telegram.messenger
647bb0ee-5aab-4274-b652-b19db27fa3f8,Adwa Fadzli,https://play-lh.googleusercontent.com/a-/ALV-UjVtcvUZrFOm-0WK4XpXbvgxBR7v3iNiiLYNBUkW08zp7A,"Sometimes, when I want to open any chat, whether private chat,group, or channel information, I couldn't see any message even though I got notification. Please repair back the app for normal because it has been harder for me to use on education study. It's really tiring for me to uninstall this app and redownload back.",1,0,,2023-09-19 13:08:46,,,, EN,org.telegram.messenger
f13aa56a-28dc-4e3f-8e97-3c1b8ef49def,Samuel 2001,https://play-lh.googleusercontent.com/a-/ALV-UjWdQKFzTBwfXCsb7oqoI7eD2IGSd6uqBZvUkrDn4itsfhk8,This App is Maranam maasu maranam,5,0,10.0.8,2023-09-19 13:07:43,,,10.0.8, EN,org.telegram.messenger
4886e23b-caac-4c4b-b93b-48a2e190c5f8,Jahangir Alam,https://play-lh.googleusercontent.com/a-/ALV-UjWfswLXGh9EqrjqEDeyB8sr0PV1ovUI3b0a3L3BjmVRaer0,verify code not arriving.,1,0,10.0.8,2023-09-19 13:06:18,,,10.0.8, EN,org.telegram.messenger
fa310239-da15-4273-933e-ebe437314d2d,Pikachu-4x20,https://play-lh.googleusercontent.com/a-/ALV-UjXFKiRzA3TF67m_zKlJwjWqYyACPZMZWCtXNRU6tOpRjw,Unfortunately Female Pikachu are not wanted on this app. All I get is horrible messages from people I do not know telling me im a pedo because I only post female yiff (yea thats right). Telegram is full of sexist pigs.,1,0,10.0.6,2023-09-19 13:02:57,,,10.0.6, EN,org.telegram.messenger
6d1b7d2f-e16c-4e8e-a325-2ea1b30421b6,3d Gamer 3d Gamer ji,https://play-lh.googleusercontent.com/a/ACg8ocIbKV95LZK8NbO-4MHdN_pgzhhS_56atePhUrpRG3qk=mo,Op bro ❤️🤪,5,0,,2023-09-19 13:00:38,,,, EN,org.telegram.messenger
735d58ed-e46a-4904-9409-9b445a2582ba,Akash Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjVl12-cQNDr5V0orf7ZFFHEJMV6TlX6NtihIQ99jHBBWhw,Veriy very good aap,5,0,,2023-09-19 12:56:38,,,, EN,org.telegram.messenger
94b841e5-2419-40d1-9eb3-51a56be3b193,Miriam,https://play-lh.googleusercontent.com/a-/ALV-UjXDXAbXScIaUFRBMOZXWJ1jMrEXfBMAUsJKbOAeA8uxqA,"I love all the features. Excellent app. You have everything you want like: status,privacy,locked app and more For me I like the app",5,0,,2023-09-19 12:56:35,,,, EN,org.telegram.messenger
55e0c45a-5047-4ed3-acfa-3c44563ad5a7,Zene Mulgeta,https://play-lh.googleusercontent.com/a/ACg8ocK8Y5yb6EOau87F1MzwZQCZtBVIJqdbT9GE-_6CFoY=mo,Zenemulgeta,2,0,10.0.8,2023-09-19 12:44:47,,,10.0.8, EN,org.telegram.messenger
ae9acf0d-4f94-4481-9f35-2b98f9961c3b,Ayesha Khokhar,https://play-lh.googleusercontent.com/a-/ALV-UjVd6Hc_yB9OGllEJLzqhnNvqfrhYxa4WtURTc-Qe8FfAQ,Sir please delete app because there Abundance of scammer and fraud with many people and than blocked them,3,0,,2023-09-19 12:43:48,,,, EN,org.telegram.messenger
45de0c11-9b17-4b3d-9b49-ec2d3f7da44b,Kevin Crysler,https://play-lh.googleusercontent.com/a-/ALV-UjUq-J0gbvr7jF1zBu4Fr6CNiCb37CvVDN5397kO9dhZTKT7,Annoying advertisment,1,0,10.0.8,2023-09-19 12:41:24,,,10.0.8, EN,org.telegram.messenger
e9350f0d-8b93-4a28-b272-5114a29ff6c6,Phillip Farley,https://play-lh.googleusercontent.com/a-/ALV-UjXPbO-COn8vsMjaY7QQDS2GiEGbOOkMiPIgny-eRANT_YQ,Don't do business on telegram all people do is rip you off,1,0,10.0.3,2023-09-19 12:39:46,,,10.0.3, EN,org.telegram.messenger
962d196f-171e-45d6-99dd-ea02228dad0e,Chandan das,https://play-lh.googleusercontent.com/a/ACg8ocJGkyUso3xriCsaKBY1cw8Dn_kuwZ4CinbQ37c8Fn7i=mo,👌👌👌👌👌,5,0,10.0.8,2023-09-19 12:39:01,,,10.0.8, EN,org.telegram.messenger
50c74d31-09c9-4e01-8f18-495451986b41,manal al zeadanien,https://play-lh.googleusercontent.com/a/ACg8ocJlDFpgHYkW-GqFBIOFriLYas4mHRlxi9-cM5X2R4jm=mo,مفيد كثير للدراسة وكثير آمن,5,0,10.0.6,2023-09-19 12:34:45,,,10.0.6, EN,org.telegram.messenger
a693952b-f33c-44cf-a047-d227f6feecac,Jessica Inry,https://play-lh.googleusercontent.com/a-/ALV-UjXue63kUq16SsPaITDPklajYbb2G_chwr1W1RQWLKQFueg,Very good,5,0,,2023-09-19 12:32:13,,,, EN,org.telegram.messenger
39a94fc2-e420-4da2-8f31-1df95294cbfa,Swetha Anand,https://play-lh.googleusercontent.com/a/ACg8ocKU-lsA4RZRoGCyNRQictbzvSsrUFvzO0gTN9SeU0vH=mo,Wonder ful app,5,0,,2023-09-19 12:19:51,,,, EN,org.telegram.messenger
554ee7b1-928b-48f7-a899-03c12e0bb9ae,Vadim Polischuk,https://play-lh.googleusercontent.com/a/ACg8ocLsMtfsMdwbpletv8xWcmE2bWdB0saShwFMIZoTEwzv=mo,Recently there is too many ads to buy telegram premium.It actually starts being annoying,2,0,10.0.8,2023-09-19 12:19:51,,,10.0.8, EN,org.telegram.messenger
bf83ea68-787e-447c-a6fb-78bbacb8a163,SHAREIT BOY,https://play-lh.googleusercontent.com/a-/ALV-UjXisx6Hp5Mhx3S1Vphm77Nor1hx5F4FKs1g2zwrHYBkqi4,Nice,5,0,10.0.8,2023-09-19 12:19:11,,,10.0.8, EN,org.telegram.messenger
740ef6f0-359b-4e44-8ea5-16849ddeceb5,Tuhin Alom,https://play-lh.googleusercontent.com/a-/ALV-UjXJdkY31C4G95iwFt1EFoUTcncgmrHgajtYQRm0AIQ4EA,Jj,5,0,,2023-09-19 12:17:15,,,, EN,org.telegram.messenger
8bc004c5-16cc-42bd-9e67-8feab995afef,Ramawatar Vishwakarma,https://play-lh.googleusercontent.com/a/ACg8ocK9WHVEODWpIEpI8_9ktAeczW_prYXByYGf-C6EO7Hu=mo,Good,5,0,10.0.8,2023-09-19 12:14:39,,,10.0.8, EN,org.telegram.messenger
b999a8f2-5cfa-4f1f-9622-1fedf1577829,Rajpal Sangar,https://play-lh.googleusercontent.com/a/ACg8ocJPx4-AFxWYMjJedbMXjoLmE4fX9bUL5jvpKKPyfY8S=mo,👎,1,0,,2023-09-19 12:13:09,,,, EN,org.telegram.messenger
245e7da6-3bb8-46c2-ba03-2570c80b65d0,Yasmin aprilia,https://play-lh.googleusercontent.com/a/ACg8ocKF0mAWC9rIdCBQxHYGWVRB9DTN-t8n5er4Q1KBqMk8=mo,"Why i am can't sign in "" unable to send SMS""",1,0,10.0.8,2023-09-19 12:12:55,,,10.0.8, EN,org.telegram.messenger
e4bbd1f4-0d47-448e-8fae-6efa18cad3d6,nazim uddin,https://play-lh.googleusercontent.com/a-/ALV-UjV_MAO1mvO27z3SjsNeLCXSj7Ugwtk0y11x7pLdB9ghBmE,Why don’t send me account login code??,1,0,10.0.8,2023-09-19 12:10:14,,,10.0.8, EN,org.telegram.messenger
63f84007-5194-4f8c-a44c-7bf03d4df88e,Sualihu Mohammed,https://play-lh.googleusercontent.com/a/ACg8ocJJryd6eL6mNB5bkjCieK1j2g3s63wIM2Gqr5OV4fMv=mo,Yet to understand the app,4,0,10.0.8,2023-09-19 12:09:09,,,10.0.8, EN,org.telegram.messenger
b0556d15-4a71-4750-b5bc-0c3b33292d3d,Amylia Nisrina,https://play-lh.googleusercontent.com/a/ACg8ocIdW5HJg1jeJIpGvx7gbSiixy1ZMTzM424jZO9eZsdc=mo,Suka tertutup sendiri stresss aku babi,1,0,10.0.8,2023-09-19 12:08:35,,,10.0.8, EN,org.telegram.messenger
6757aed0-5e51-478f-aa5c-052e0a2869c5,Dawit Adato,https://play-lh.googleusercontent.com/a/ACg8ocJoEwghI4CTQlFWXg1CTFVdsgfw1uvef2is1h-fZo-Q=mo,Beat app,5,0,,2023-09-19 12:08:12,,,, EN,org.telegram.messenger
aabc808e-3e15-4ee1-bfd0-c0e1de3420dc,Stephen,https://play-lh.googleusercontent.com/a/ACg8ocIF-Rcxy44OKOxAYlCwjNuChpNpuUvxEXjAcv4g-tbFfA=mo,My acct was hacked 3 times,1,0,10.0.8,2023-09-19 12:03:55,,,10.0.8, EN,org.telegram.messenger
ad29ba78-5648-47a2-9c9f-23fd7643a873,Bruce Kelvin,https://play-lh.googleusercontent.com/a-/ALV-UjVJ7SZaYSNgOku0mHznQQsfLtH34I8rBn-RumGdqmf0zQ,Telegram is a really good app and I love using it,5,0,,2023-09-19 12:03:52,,,, EN,org.telegram.messenger
3f6636a5-7806-41e7-a8dc-d1dd8c7c79ba,RAVI RAJ,https://play-lh.googleusercontent.com/a-/ALV-UjXQ3rjst_a6TMa8LUwTI9pmoUW9pSWfQN0GSduhVR29h4xY,Faltu service,1,0,10.0.8,2023-09-19 12:02:18,,,10.0.8, EN,org.telegram.messenger
093e2d33-9d9b-443a-8ce0-0028481ae9fc,Daniyal H,https://play-lh.googleusercontent.com/a-/ALV-UjUiygBDO6SvBDiLm09v5vTynclBX9KtEEjuMw-UXfA9LD0,"This program automatically deleted my user accounts. I even sent an email, but it was not followed up. tell me something",1,0,10.0.8,2023-09-19 11:55:56,,,10.0.8, EN,org.telegram.messenger
f357ac30-7be4-4c37-a28c-2e5ca3471eb6,Arino A. Massie (James Arino Photography),https://play-lh.googleusercontent.com/a-/ALV-UjX0o_EceFzvQImEpJ0OLzOLAt4JEfWJYLSJS0COv4KnLQ,VERY GOOD,5,0,,2023-09-19 11:52:45,,,, EN,org.telegram.messenger
cc2c73f6-b0b4-418e-af90-0ff2e08be429,kris stefano siahaan,https://play-lh.googleusercontent.com/a/ACg8ocLW2_y_7BAdskOkmXziubbzmcqsVpzDTYM87VNavPA7=mo,very good,5,0,5.15.0,2023-09-19 11:52:33,,,5.15.0, EN,org.telegram.messenger
42c127f8-76f7-47e6-aa7b-7e1e4b72909e,Sharda prajapati,https://play-lh.googleusercontent.com/a-/ALV-UjVn9aqWmHTwZrh90rPT19Dyaa4bo0obeRNwNJzqHJEWuF8,best,1,0,10.0.8,2023-09-19 11:52:22,,,10.0.8, EN,org.telegram.messenger
bed593f9-71de-472f-813b-b572214e1c4f,Karma qureshi,https://play-lh.googleusercontent.com/a-/ALV-UjW95nknwzYWFhht2ye763P0jrNo8809xkzLYkaE8dk5kKU,I wi give it zero ranking,1,0,10.0.8,2023-09-19 11:50:30,,,10.0.8, EN,org.telegram.messenger
a666152d-6f55-4887-a4d1-8c67ac1122b1,Sherly Choudhary,https://play-lh.googleusercontent.com/a-/ALV-UjWZarxSq5crM1L2tHkf2heGnV8my7y4bi9519dsegVB5ow,Worst experience ever...,1,0,10.0.8,2023-09-19 11:45:54,,,10.0.8, EN,org.telegram.messenger
554ca2d7-ce0e-4afd-929a-22397a672993,Somnath Karale,https://play-lh.googleusercontent.com/a/ACg8ocI-BQbf1gEi7-CfAPRcrLpr5vmAAPVgdxqwq4D0YVcJObI=mo,Best app for secure messaging,5,0,10.0.8,2023-09-19 11:41:04,,,10.0.8, EN,org.telegram.messenger
9423a7b8-c0a7-4bb4-8af5-33cba968040f,shameer khan2004,https://play-lh.googleusercontent.com/a-/ALV-UjU8Cw7e6BQazRwDQZt5Y6Ury9qAWkEcQir1Cuyp56vaWEE,A hub for scammers,2,0,,2023-09-19 11:35:44,,,, EN,org.telegram.messenger
